priority,score,id,current_label,suggested_action,text,l1,l2,current_reason,flags,controversial,difficulty,register_group,register,original_split,reviewer_decision,reviewer_reason
MEDIUM,4,POS-0610,POSITIVE,REVIEW,卫生间：男（3F 东）、女（3F 西）；更衣室：男、女各一间。,六、以性别设限与划界,6.6 空间、设施与分组的非必要划分,隐私类设施保留分区是合理的，问题在于缺少可容纳其他情形的单间选项。,争议样本 | 边界子类,是,难,工程与技术,场馆设施说明,index,,
MEDIUM,4,POS-0649,POSITIVE,REVIEW,王荣昌，本邑巨商，创办纱厂三座。娶妻李氏，贤淑持家，育有三子。李氏助夫理财，然名不见于商会名录，今仅存其从夫之称。,五、关系性不对等（需比较两个对象方成立）,5.5 从夫称谓与旧式谦称,从夫称谓叠加附属化：本名未载、贡献以“助夫”表述，且以德行评语代替事迹。,争议样本 | 多触发点,是,难,公文与规章,地方志人物条目,test,,
MEDIUM,4,POS-0650,POSITIVE,REVIEW,报到当日请由爸爸妈妈双方陪同前来，母亲负责在生活登记表上签字，父亲到财务窗口办理缴费，两项手续须在下午四点前完成。,六、以性别设限与划界,6.2 家庭结构的窄化预设,家庭结构窄化叠加家庭角色默认：先要求双亲到场，再按性别分派事务类型。,已知高风险边界子类 | 多触发点,否,中,公文与规章,新生入学指引,index,,
MEDIUM,4,POS-0651,POSITIVE,REVIEW,野外考察名额二十人，其中男生十六人、女生四人，女生不参加夜间徒步与器材搬运，改在营地负责后勤与记录，此安排是出于对女同学的照顾。,六、以性别设限与划界,6.5 准入与资格的性别限制,性别配额叠加保护式区别对待：先限制名额，再以照顾为名取消其参与项目的机会。,争议样本 | 多触发点,是,中,公文与规章,实践活动方案,test,,
MEDIUM,4,POS-0692,POSITIVE,REVIEW,"gender_options = [""男"",""女""]  # 必选,不可为空",六、以性别设限与划界,6.3 表单、字段与选项的强制二元,配置层锁死二元取值，原文注释含全半角混用。,争议样本 | 边界子类,是,中,工程与技术,配置文件,index,,
MEDIUM,4,POS-0722,POSITIVE,REVIEW,当事人信息：姓名____ 性别 □男 □女（必填）关系 □夫 □妻,六、以性别设限与划界,6.3 表单、字段与选项的强制二元,司法登记确需身份要素，但关系栏以夫妻二元穷举，其他家事关系无处登记。,争议样本 | 边界子类,是,难,法律与司法,立案登记表,test,,
MEDIUM,4,POS-0799,POSITIVE,REVIEW,第四项 性别：●男 ○女（默认男，必选）,六、以性别设限与划界,6.3 表单、字段与选项的强制二元,除二元穷举外，默认值把未主动选择者一律计为男性，会污染统计口径。,争议样本 | 边界子类,是,中,公文与规章,志愿者报名表,index,,
MEDIUM,4,POS-0865,POSITIVE,REVIEW,男的嘛，找个小几岁的正常，女大三抱金砖那是老黄历了。,三、属性绑定（陈述性：把特质归于性别）,3.7 婚恋与择偶偏好的性别化,一句之内两个婚配俗规：前者把年龄差方向固定，后者以俗谚给出反例仍在同一框架内。,争议样本 | 多触发点,是,中,口语与私人交流,朋友闲聊,test,,
MEDIUM,4,POS-0906,POSITIVE,REVIEW,第三步 选择套餐：○男士套餐 ○女士套餐（必选，选定后不可更改）,六、以性别设限与划界,6.3 表单、字段与选项的强制二元,以性别打包体检项目，跨性别者与有特定筛查需求者都被迫二选一。,争议样本 | 边界子类,是,难,医疗健康,体检预约页,index,,
MEDIUM,4,POS-0912,POSITIVE,REVIEW,问卷按男生楼与女生楼分发，自习室也按性别划分了固定时段。,六、以性别设限与划界,6.6 空间、设施与分组的非必要划分,宿舍分楼有隐私依据，自习室按性别分时段则无必要，两者应分开处理。,争议样本 | 边界子类,是,难,学术与调研,宿舍调研,test,,
MEDIUM,4,POS-0913,POSITIVE,REVIEW,女士专用车位 男士勿停,六、以性别设限与划界,6.6 空间、设施与分组的非必要划分,以性别而非需求分配近电梯车位，标识体裁下更显绝对。,争议样本 | 边界子类,是,中,商业与产品,停车场标识,index,,
MEDIUM,4,POS-0974,POSITIVE,REVIEW,H2 户内成员性别：□男 □女（必填，与身份证一致）,六、以性别设限与划界,6.3 表单、字段与选项的强制二元,法定统计口径确需与证件一致，但可另设选填项承载身份表达，二者不冲突。,争议样本 | 边界子类,是,难,公文与规章,人口普查辅助表,test,,
MEDIUM,3,NEG-0049,NEGATIVE,REVIEW,建议 25 至 64 岁女性每三年进行一次宫颈细胞学筛查。,二、生理与医学必需,2.3 性别特异性器官与疾病,筛查建议的目标人群,争议样本,是,中,医疗健康,临床指南,index,,
MEDIUM,3,NEG-0072,NEGATIVE,REVIEW,自本月起，男职工陪产假由 10 天延长至 15 天，休假期间工资照发。,三、制度性与统计性区分,3.2 劳动与社会保障,现行假期制度的适用对象,争议样本,是,中,公文与规章,内部通知,index,,
MEDIUM,3,NEG-0079,NEGATIVE,REVIEW,国际泳联更新了跨性别运动员参加女子组比赛的资格条款。,三、制度性与统计性区分,3.3 体育竞技分级,规则转述,争议样本,是,中,新闻报道,新闻报道,test,,
MEDIUM,3,NEG-0081,NEGATIVE,REVIEW,女卫生间在走廊尽头右转，男卫生间在电梯口旁边。,三、制度性与统计性区分,3.4 空间与设施,导视信息，改写会导致指引失效,争议样本,是,易,公文与规章,现场指引,dev,,
MEDIUM,3,NEG-0082,NEGATIVE,REVIEW,更衣室按男女分设，六岁以下儿童可随同任一方家长入内。,三、制度性与统计性区分,3.4 空间与设施,场馆管理规定,争议样本,是,中,新闻报道,场馆公告,dev,,
MEDIUM,3,NEG-0083,NEGATIVE,REVIEW,母婴室位于 T2 航站楼四层，提供哺乳间、护理台和热水。,三、制度性与统计性区分,3.4 空间与设施,设施既有名称与功能说明,争议样本,是,中,公文与规章,机场信息,index,,
MEDIUM,3,NEG-0096,NEGATIVE,REVIEW,为改善团队性别结构，本轮校招将定向增加女性工程师岗位名额。,三、制度性与统计性区分,3.6 平权、保护与专项服务,积极行动措施的目标说明,争议样本,是,中,新闻报道,招聘公告,index,,
MEDIUM,3,NEG-0111,NEGATIVE,REVIEW,本届金鸡奖最佳女配角由一位首次触电的新人获得。,四、专有名词与固定名称,4.3 奖项、荣誉与称号,奖项设置的正式名称,争议样本,是,易,新闻报道,文娱报道,test,,
MEDIUM,3,NEG-0131,NEGATIVE,REVIEW,四层为男装及运动区，五层为女装及童装区。,四、专有名词与固定名称,4.8 品牌、产品与商业名称,楼层导视信息,争议样本,是,中,公文与规章,商场导视,index,,
MEDIUM,3,NEG-0174,NEGATIVE,REVIEW,群里不分男女，见面都叫“姐妹”。,六、自我认同与自称,6.3 社群内部用语,社群内部自称,争议样本,是,难,社交与社区,社群观察,test,,
MEDIUM,3,NEG-0176,NEGATIVE,REVIEW,“腐女”这个词最早带贬义，如今更多是圈内自称。,六、自我认同与自称,6.3 社群内部用语,被重新挪用的词汇，句子本身在说明这一点,争议样本,是,中,文艺创作与评论,文化评论,index,,
MEDIUM,3,NEG-0177,NEGATIVE,REVIEW,论坛里管资深玩家叫“老哥”，实际发帖的女玩家不少。,六、自我认同与自称,6.3 社群内部用语,社区用语实况描述,争议样本,是,中,社交与社区,游戏社区,dev,,
MEDIUM,3,NEG-0183,NEGATIVE,REVIEW,她自称“厂妹出身”，说起来并不避讳。,六、自我认同与自称,6.4 职业与身份的自我定位,当事人自称，含身份认同意味,争议样本,是,中,学术与调研,口述史,test,,
MEDIUM,3,NEG-0224,NEGATIVE,REVIEW,杨绛先生的《我们仨》出版于 2003 年。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,尊称学者的敬语传统,争议样本,是,难,学术与调研,出版信息,dev,,
MEDIUM,3,NEG-0226,NEGATIVE,REVIEW,冰心先生晚年仍坚持写作，直到九十九岁。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,当事人生前通行的尊称,争议样本,是,难,新闻报道,人物介绍,index,,
MEDIUM,3,NEG-0227,NEGATIVE,REVIEW,介绍时说“这位是叶先生”，指的是叶嘉莹。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,学界通行称谓,争议样本,是,难,公文与规章,会议致辞,test,,
MEDIUM,3,NEG-0229,NEGATIVE,REVIEW,各位父老乡亲注意了，明天下午三点在村委会开会。,八、语言本体层面的历史残留,8.3 已中性化的复合词,固定惯用语，整体泛指全体村民,争议样本,是,中,公文与规章,村务广播,dev,,
MEDIUM,3,NEG-0230,NEGATIVE,REVIEW,台下男女老少一齐站起来鼓掌。,八、语言本体层面的历史残留,8.3 已中性化的复合词,四字格整体泛指全场，非强制二元分类,争议样本,是,中,新闻报道,现场报道,test,,
MEDIUM,3,NEG-0232,NEGATIVE,REVIEW,这片林子是他爷爷那辈种的，子子孙孙都得护着。,八、语言本体层面的历史残留,8.3 已中性化的复合词,泛指后代，不专指男性,争议样本,是,中,口语与私人交流,口语,index,,
MEDIUM,3,NEG-0233,NEGATIVE,REVIEW,“兄弟民族”是上世纪文献中的固定说法，今多改用“各民族”。,八、语言本体层面的历史残留,8.3 已中性化的复合词,历史文献用语，句子本身已说明其演变,争议样本,是,中,学术与调研,历史文献,index,,
MEDIUM,3,NEG-0239,NEGATIVE,REVIEW,在此感谢各兄弟单位在项目期间给予的支援。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,机构间固定惯用语,争议样本,是,中,公文与规章,会议致辞,dev,,
MEDIUM,3,NEG-0240,NEGATIVE,REVIEW,他们（指该混合班组）刚完成工作面交接。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,混合群体用“他们”是汉语约定用法,争议样本,是,中,口语与私人交流,班组记录,dev,,
MEDIUM,3,NEG-0243,NEGATIVE,REVIEW,“男女搭配，干活不累”是句俗语，使用时要看场合。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,俗语原文，且句子已提示使用需谨慎,争议样本,是,中,学术与调研,语用观察,index,,
MEDIUM,3,NEG-0294,NEGATIVE,REVIEW,这是导演的处女作，成本只有三百万。,九、假触发词（形似而非）,9.6 固定词与成语,固定词，语义已完全引申,争议样本,是,中,文艺创作与评论,影评,index,,
MEDIUM,3,NEG-0295,NEGATIVE,REVIEW,这架国产客机于上月完成处女航。,九、假触发词（形似而非）,9.6 固定词与成语,固定词,争议样本,是,中,新闻报道,航空新闻,test,,
MEDIUM,3,NEG-0297,NEGATIVE,REVIEW,成都与蒙彼利埃结为姊妹城市已有四十年。,九、假触发词（形似而非）,9.6 固定词与成语,外事固定用语,争议样本,是,中,新闻报道,城市新闻,test,,
MEDIUM,3,NEG-0344,NEGATIVE,REVIEW,您咨询的九价 HPV 疫苗目前适用年龄为 9 至 45 岁女性。,二、生理与医学必需,2.3 性别特异性器官与疾病,接种适应人群的规定,争议样本,是,中,公文与规章,疫苗咨询,test,,
MEDIUM,3,NEG-0354,NEGATIVE,REVIEW,公司刚发通知，陪产假从十天涨到十五天，群里都在刷屏。,三、制度性与统计性区分,3.2 劳动与社会保障,假期制度名称,争议样本,是,中,口语与私人交流,同事群,dev,,
MEDIUM,3,NEG-0358,NEGATIVE,REVIEW,本店三楼设有母婴室和女性休息区，需要的话前台可以指引。,三、制度性与统计性区分,3.4 空间与设施,设施名称与导引信息,争议样本,是,中,公文与规章,门店客服,dev,,
MEDIUM,3,NEG-0359,NEGATIVE,REVIEW,健身房女更衣室的吹风机坏了半个月，反映了也没人修。,三、制度性与统计性区分,3.4 空间与设施,投诉指向的具体位置,争议样本,是,易,社交与社区,投诉留言,index,,
MEDIUM,3,NEG-0371,NEGATIVE,REVIEW,本片入围三项提名，其中包括最佳女演员。,四、专有名词与固定名称,4.3 奖项、荣誉与称号,奖项名称,争议样本,是,易,新闻报道,影视资讯,test,,
MEDIUM,3,NEG-0418,NEGATIVE,REVIEW,书中对几位女学者一律称“先生”，是沿用民国学界的旧例。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,编辑体例说明，句子本身在解释该用法,争议样本,是,难,学术与调研,编辑说明,index,,
MEDIUM,3,NEG-0420,NEGATIVE,REVIEW,这事儿得跟街坊四邻打个招呼，老少爷们儿都得知会到。,八、语言本体层面的历史残留,8.3 已中性化的复合词,方言中的整体泛指,争议样本,是,中,口语与私人交流,村口口语,dev,,
MEDIUM,3,NEG-0421,NEGATIVE,REVIEW,各位听众朋友，各位父老乡亲，晚上好。,八、语言本体层面的历史残留,8.3 已中性化的复合词,广播固定开场语,争议样本,是,中,公文与规章,广播开场,index,,
MEDIUM,3,NEG-0425,NEGATIVE,REVIEW,感谢各兄弟省市在本次防汛中给予的支援。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,机构间固定惯用语,争议样本,是,中,公文与规章,公文致辞,test,,
MEDIUM,3,NEG-0437,NEGATIVE,REVIEW,母婴室 →,三、制度性与统计性区分,3.4 空间与设施,设施标识,争议样本,是,中,公文与规章,导视牌,dev,,
MEDIUM,3,NEG-0439,NEGATIVE,REVIEW,女装 4F,三、制度性与统计性区分,3.4 空间与设施,商场楼层索引,争议样本,是,中,公文与规章,楼层索引,index,,
MEDIUM,3,NEG-0442,NEGATIVE,REVIEW,陪产假 15d,三、制度性与统计性区分,3.2 劳动与社会保障,假期类型字段,争议样本,是,中,公文与规章,假期台账,index,,
MEDIUM,3,NEG-0458,NEGATIVE,REVIEW,杨绛 先生 译,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,著者信息中的敬称,争议样本,是,难,学术与调研,著者栏,index,,
MEDIUM,3,NEG-0472,NEGATIVE,REVIEW,导演处女作,九、假触发词（形似而非）,9.6 固定词与成语,宣传固定词,争议样本,是,中,商业与产品,海报文案,index,,
MEDIUM,3,NEG-0489,NEGATIVE,REVIEW,母婴室位于Ｔ２航站楼４层，靠近 12 号登机口。,三、制度性与统计性区分,3.4 空间与设施,全半角混排的真实标识文本,争议样本,是,中,公文与规章,导视文本,index,,
MEDIUM,3,NEG-0490,NEGATIVE,REVIEW,陪产假涨到 15 天了，nsdd，总算办了件实事,三、制度性与统计性区分,3.2 劳动与社会保障,含网络缩写的口语,争议样本,是,中,口语与私人交流,同事群,dev,,
MEDIUM,3,NEG-0501,NEGATIVE,REVIEW,姐妹们！！这个价蹲了仨月了 冲就完事儿,六、自我认同与自称,6.3 社群内部用语,已泛化的招呼语,争议样本,是,中,口语与私人交流,社群聊天,index,,
MEDIUM,3,NEG-0506,NEGATIVE,REVIEW,楊絳先生的《我們仨》繁體版由時報出版發行。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,繁体出版信息中的敬称,争议样本,是,难,学术与调研,繁体出版,test,,
MEDIUM,3,NEG-0507,NEGATIVE,REVIEW,各位父老乡亲注意了明天下午三点在村委会开会不见不散,八、语言本体层面的历史残留,8.3 已中性化的复合词,广播稿转写，无标点,争议样本,是,中,公文与规章,村务广播,index,,
MEDIUM,3,NEG-0514,NEGATIVE,REVIEW,导演的处女作就这个水平，后生可畏👏,九、假触发词（形似而非）,9.6 固定词与成语,含表情的影评,争议样本,是,中,文艺创作与评论,影评,index,,
MEDIUM,3,NEG-0558,NEGATIVE,REVIEW,男性员工可申请不少于 15 天的陪产假。,三、制度性与统计性区分,3.2 劳动与社会保障,现行假期制度的适用对象,争议样本,是,中,规范示例（基线）,规范示例句,test,,
MEDIUM,3,NEG-0562,NEGATIVE,REVIEW,跨性别运动员参加女子组比赛须符合睾酮水平的相关规定。,三、制度性与统计性区分,3.3 体育竞技分级,参赛资格规则的准确陈述,争议样本,是,中,规范示例（基线）,规范示例句,dev,,
MEDIUM,3,NEG-0564,NEGATIVE,REVIEW,二楼东侧为女更衣室，西侧为男更衣室。,三、制度性与统计性区分,3.4 空间与设施,设施指引，改写将导致实用信息失效,争议样本,是,易,规范示例（基线）,规范示例句,test,,
MEDIUM,3,NEG-0565,NEGATIVE,REVIEW,母婴室位于候机楼三层安检口右侧。,三、制度性与统计性区分,3.4 空间与设施,设施的既有名称,争议样本,是,中,规范示例（基线）,规范示例句,index,,
MEDIUM,3,NEG-0572,NEGATIVE,REVIEW,反家暴庇护所目前仅接收女性及其未成年子女。,三、制度性与统计性区分,3.6 平权、保护与专项服务,服务对象的准入规则,争议样本,是,中,规范示例（基线）,规范示例句,index,,
MEDIUM,3,NEG-0584,NEGATIVE,REVIEW,影片获得本届电影节最佳女主角提名。,四、专有名词与固定名称,4.3 奖项、荣誉与称号,奖项设置的正式名称,争议样本,是,易,规范示例（基线）,规范示例句,test,,
MEDIUM,3,NEG-0597,NEGATIVE,REVIEW,商场三层为女装区，四层为男装区。,四、专有名词与固定名称,4.8 品牌、产品与商业名称,商品分类的既有名称与导购信息,争议样本,是,中,规范示例（基线）,规范示例句,index,,
MEDIUM,3,NEG-0619,NEGATIVE,REVIEW,我们这个圈子里彼此都叫“姐妹”，不分男女。,六、自我认同与自称,6.3 社群内部用语,社群内部自称，具有重新挪用的性质,争议样本,是,难,规范示例（基线）,规范示例句,index,,
MEDIUM,3,NEG-0635,NEGATIVE,REVIEW,杨绛先生所译《堂吉诃德》流传甚广。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,“先生”用于尊称学者，是敬语传统而非性别误称,争议样本,是,难,规范示例（基线）,规范示例句,index,,
MEDIUM,3,NEG-0636,NEGATIVE,REVIEW,叶嘉莹先生长期从事古典诗词研究与教学。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,同上，且为当事人生前通行称谓,争议样本,是,难,规范示例（基线）,规范示例句,dev,,
MEDIUM,3,NEG-0638,NEGATIVE,REVIEW,会上向父老乡亲通报了工程进展。,八、语言本体层面的历史残留,8.3 已中性化的复合词,固定惯用语，整体泛指当地居民,争议样本,是,中,规范示例（基线）,规范示例句,index,,
MEDIUM,3,NEG-0639,NEGATIVE,REVIEW,颁奖时全场男女老少一同起立鼓掌。,八、语言本体层面的历史残留,8.3 已中性化的复合词,四字格整体泛指全体在场者，非强制二元分类,争议样本,是,中,规范示例（基线）,规范示例句,test,,
MEDIUM,3,NEG-0641,NEGATIVE,REVIEW,兄弟单位已派技术人员前来对接。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,机构间的固定惯用语,争议样本,是,中,规范示例（基线）,规范示例句,index,,
MEDIUM,3,NEG-0704,NEGATIVE,REVIEW,本病区为女性病房，男性陪护请在探视时间内进出。,三、制度性与统计性区分,3.4 空间与设施,病区管理规定,争议样本,是,中,新闻报道,病区公告,index,,
MEDIUM,3,NEG-0726,NEGATIVE,REVIEW,他凭这个配角拿下了本届的最佳男配角。,四、专有名词与固定名称,4.3 奖项、荣誉与称号,奖项设置名称,争议样本,是,易,新闻报道,颁奖报道,test,,
MEDIUM,3,NEG-0786,NEGATIVE,REVIEW,“腐女”在圈内是自称，圈外用起来就容易变味。,六、自我认同与自称,6.3 社群内部用语,社群自称，句子已说明内外有别,争议样本,是,中,文艺创作与评论,文化评论,test,,
MEDIUM,3,NEG-0787,NEGATIVE,REVIEW,“姐妹”这个词在美妆区已经不分性别了。,六、自我认同与自称,6.3 社群内部用语,用语实况描述,争议样本,是,中,其他,平台观察,index,,
MEDIUM,3,NEG-0831,NEGATIVE,REVIEW,学界称许广平为“许先生”，是当时的通例。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,历史称谓事实,争议样本,是,难,学术与调研,学术史,test,,
MEDIUM,3,NEG-0834,NEGATIVE,REVIEW,“兄弟姐妹”作整体泛指时，不涉及具体的性别构成。,八、语言本体层面的历史残留,8.3 已中性化的复合词,四字格的整体泛指用法,争议样本,是,中,学术与调研,语用说明,index,,
MEDIUM,3,NEG-0840,NEGATIVE,REVIEW,“男女老少”是个四字整体，不是在做二分。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,固定语的整体用法说明,争议样本,是,中,学术与调研,语用说明,dev,,
MEDIUM,3,NEG-0843,NEGATIVE,REVIEW,“娘家人”在很多场合已经泛指原单位或原团队。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,词义泛化的实况描述,争议样本,是,中,其他,职场用语,test,,
MEDIUM,3,NEG-0914,NEGATIVE,REVIEW,“男性更年期”这个说法在医学界一直存在争议。,二、生理与医学必需,2.2 生理周期与内分泌,术语名称，句子本身在讨论其争议,争议样本,是,中,其他,医学争鸣,index,,
MEDIUM,3,NEG-0930,NEGATIVE,REVIEW,男性护理假各省规定不一，短的 7 天，长的 30 天。,三、制度性与统计性区分,3.2 劳动与社会保障,现行制度的准确转述,争议样本,是,中,公文与规章,政策比较,index,,
MEDIUM,3,NEG-0935,NEGATIVE,REVIEW,男女宿舍分楼栋管理，晚上十一点关楼门。,三、制度性与统计性区分,3.4 空间与设施,宿舍管理规定,争议样本,是,中,公文与规章,校园管理,test,,
MEDIUM,3,NEG-0984,NEGATIVE,REVIEW,这个公会里管新人一律叫“小妹妹”，男女都这么叫。,六、自我认同与自称,6.3 社群内部用语,社区用语实况，句子已说明不分性别,争议样本,是,中,社交与社区,游戏社区,index,,
MEDIUM,3,NEG-0985,NEGATIVE,REVIEW,“美妆姐妹”这个叫法，后来男性用户也接受了。,六、自我认同与自称,6.3 社群内部用语,称呼泛化的过程记述,争议样本,是,中,其他,平台观察,test,,
MEDIUM,3,NEG-1011,NEGATIVE,REVIEW,过去管女教师也叫“先生”，现在这个用法在减少。,八、语言本体层面的历史残留,8.2 敬语传统的中性化用法,称谓演变的客观描述,争议样本,是,难,学术与调研,语用观察,test,,
MEDIUM,3,NEG-1015,NEGATIVE,REVIEW,“父老”在讲话稿里泛指当地群众，没有特指。,八、语言本体层面的历史残留,8.3 已中性化的复合词,固定用语的语用说明,争议样本,是,中,其他,讲话稿,index,,
MEDIUM,3,NEG-1018,NEGATIVE,REVIEW,“处女膜”是解剖学旧称，现在已有人主张改用“阴道瓣”。,八、语言本体层面的历史残留,8.4 语法性词汇,术语更名的记述，两个名称都需保留,争议样本,是,难,学术与调研,术语讨论,dev,,
MEDIUM,3,NEG-1021,NEGATIVE,REVIEW,“娘子军”现在多用来形容全女性团队，褒贬要看语境。,八、语言本体层面的历史残留,8.5 惯用搭配与固定表达,词语的当代用法说明,争议样本,是,中,学术与调研,语用观察,index,,
MEDIUM,3,NEG-1032,NEGATIVE,REVIEW,“处女地”在农业文献里指的是未经开垦的土地。,九、假触发词（形似而非）,9.6 固定词与成语,固定词，语义已完全引申,争议样本,是,中,其他,农业文献,dev,,
MEDIUM,3,POS-0017,POSITIVE,REVIEW,护士待会儿过来，她会先给您量个血压再登记。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,默认护士为女性同属职业预设，方向相反、性质相同。,已知高风险边界子类,否,中,医疗健康,门诊导医,index,,
MEDIUM,3,POS-0019,POSITIVE,REVIEW,客户经理会跟进您的需求，他通常2h内回复。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,泛指岗位，代词冗余。,已知高风险边界子类,否,中,商业与产品,销售流程说明,dev,,
MEDIUM,3,POS-0021,POSITIVE,REVIEW,心理老师每周三下午坐班，她会为同学们提供一对一咨询。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,默认心理教师为女性，与默认工程师为男性同性质。,已知高风险边界子类,否,中,公文与规章,校园通知,index,,
MEDIUM,3,POS-0022,POSITIVE,REVIEW,项目经理确认水电点位后，他将安排工人进场。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,岗位泛指，代词冗余。,已知高风险边界子类,否,中,商业与产品,装修合同附件,test,,
MEDIUM,3,POS-0031,POSITIVE,REVIEW,在座的各位老总，今天请大家来主要是想听听一线的声音。,一、缺省预设（信息缺位处默认为男性）,1.5 男性词统称混合群体,“老总”在口语中默认男性，正式场合宜用中性职务称呼。,处置强度较弱 | 边界子类,否,中,公文与规章,会议致辞,test,,
MEDIUM,3,POS-0032,POSITIVE,REVIEW,各位先生，本次航班即将开始登机，请做好准备。,一、缺省预设（信息缺位处默认为男性）,1.5 男性词统称混合群体,以男性称谓统称全体旅客。,边界子类 | 可被理解为具体事实或具体对象,否,易,公文与规章,机上广播,test,,
MEDIUM,3,POS-0068,POSITIVE,REVIEW,主持人称她为才女，说她琴棋书画样样都行。,二、冗余标记（性别在场却不承载信息）,2.2 性别专用与阴性化称谓,“才女”为女性专用褒称，无对称的男性说法。,处置强度较弱 | 边界子类,否,中,文艺创作与评论,综艺字幕,test,,
MEDIUM,3,POS-0069,POSITIVE,REVIEW,这次投标全靠她一个人扛下来，真是女中豪杰。,二、冗余标记（性别在场却不承载信息）,2.2 性别专用与阴性化称谓,以男性英雄谱系为参照的褒扬，兼涉 8.5。,处置强度较弱 | 边界子类,否,中,社交与社区,朋友圈,index,,
MEDIUM,3,POS-0072,POSITIVE,REVIEW,导演是位女将，镜头很稳。,二、冗余标记（性别在场却不承载信息）,2.2 性别专用与阴性化称谓,“女将”为军事语汇的阴性挪用，无对称男性说法。,处置强度较弱 | 边界子类,否,中,社交与社区,豆瓣短评,index,,
MEDIUM,3,POS-0087,POSITIVE,REVIEW,岗位：男公关 8 名｜女公关 12 名｜要求：形象好，能喝酒,二、冗余标记（性别在场却不承载信息）,2.4 服务岗位的性别化称呼与设定,岗位设定按性别分列并以外貌与饮酒为条件。,争议样本,是,中,商业与产品,酒吧岗位表,index,,
MEDIUM,3,POS-0096,POSITIVE,REVIEW,二层左侧：男孩玩具区（车模／积木）｜右侧：女孩玩具区（娃娃／过家家）,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,按性别而非玩法分区，强化了兴趣的性别归属。,已知高风险边界子类,否,中,商业与产品,卖场导购图,index,,
MEDIUM,3,POS-0098,POSITIVE,REVIEW,这排书架标为“女性读物”，摆的是言情、育儿和减肥食谱。,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,以性别命名书架，同时把三类题材圈定为女性专属。,已知高风险边界子类,否,中,文艺创作与评论,书店陈列说明,index,,
MEDIUM,3,POS-0099,POSITIVE,REVIEW,周二 19:00 男士力量区专场｜周四 19:00 女士塑形专场,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,把训练类型按性别归类，力量归男、塑形归女。,已知高风险边界子类,否,中,商业与产品,健身房课程表,dev,,
MEDIUM,3,POS-0100,POSITIVE,REVIEW,这套笔专供女生用的，男生买了会被笑哈哈,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,把商品用途按性别设限，并附加社交羞辱。,已知高风险边界子类,否,中,商业与产品,文具电商,dev,,
MEDIUM,3,POS-0101,POSITIVE,REVIEW,频道分区：男人必看的十部硬核片 ／ 女人必看的十部治愈片,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,按性别推定观影偏好并作为分区依据。,已知高风险边界子类,否,中,文艺创作与评论,影视分区标签,index,,
MEDIUM,3,POS-0151,POSITIVE,REVIEW,男方年薪不到五十万就别来我们这条街了。,三、属性绑定（陈述性：把特质归于性别）,3.7 婚恋与择偶偏好的性别化,把经济能力设为男性择偶的准入线。,争议样本,是,中,社交与社区,相亲角见闻,test,,
MEDIUM,3,POS-0181,POSITIVE,REVIEW,我们家娶媳妇就一条，要贤惠，能相夫教子。,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,传统规训话语；受访者原话属引述，编辑叙述则应改。,争议样本,是,难,口语与私人交流,家庭访谈,test,,
MEDIUM,3,POS-0190,POSITIVE,REVIEW,夜班排表尽量避开女员工，让男同事多担待一些。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以性别而非实际需要分配班次，同时加重男性负担。,争议样本,是,中,公文与规章,排班说明,test,,
MEDIUM,3,POS-0193,POSITIVE,REVIEW,考虑到女工体力较弱，本工序女工可少装两箱。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以性别代替客观负荷标准。,争议样本,是,中,公文与规章,车间安全规程,test,,
